ID,LIMIT_BAL,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,MARRIAGE_2,MARRIAGE_3,EDUCATION_2,EDUCATION_3,EDUCATION_4,SEX_2,Prob0,Prob1,Class
86,50000.0,37,15681.0,35492.0,7988.0,0,0,0,0,0,1,0.8064516129032258,0.1935483870967742,0
87,190000.0,40,4575.0,5029.0,6494.0,0,0,0,0,0,1,1.0,0.0,0
88,150000.0,38,33060.0,33988.0,35112.0,0,0,0,0,0,1,1.0,0.0,0
89,80000.0,37,62938.0,54748.0,49857.0,0,0,0,0,0,1,1.0,0.0,0
90,130000.0,32,780.0,390.0,540.0,0,0,0,0,0,1,1.0,0.0,0
91,360000.0,37,23022.0,12272.0,34345.0,0,0,0,0,0,1,1.0,0.0,0
92,120000.0,41,23333.0,16721.0,17400.0,0,0,0,0,0,1,0.920863309352518,0.07913669064748201,0
93,190000.0,39,362680.0,161193.0,123203.0,0,0,0,0,0,1,1.0,0.0,0
94,500000.0,32,3684.0,7544.0,14459.0,0,0,0,0,0,1,1.0,0.0,0
95,170000.0,38,14540.0,14315.0,15535.0,0,0,0,0,0,1,1.0,0.0,0
96,50000.0,39,34713.0,39803.0,41790.0,0,0,0,0,0,1,0.827027027027027,0.17297297297297298,0
97,30000.0,35,1393.0,1393.0,1543.0,0,0,0,0,0,1,0.7981651376146789,0.2018348623853211,0
98,50000.0,43,0.0,197.0,2995.0,0,0,0,0,0,1,0.8064516129032258,0.1935483870967742,0
99,20000.0,41,17384.0,13648.0,13924.0,0,0,0,0,0,1,1.0,0.0,0
100,280000.0,40,4160.0,3590.0,274.0,0,0,0,0,0,1,1.0,0.0,0
101,150000.0,39,0.0,0.0,316.0,0,0,0,0,0,1,1.0,0.0,0
102,150000.0,35,50558.0,52738.0,53747.0,0,0,0,0,0,1,1.0,0.0,0
103,300000.0,43,736.0,736.0,1025.0,0,0,0,0,0,1,0.9659090909090909,0.03409090909090909,0
104,340000.0,29,134235.0,128079.0,64598.0,0,0,0,0,0,1,1.0,0.0,0
105,180000.0,37,14445.0,15404.0,19885.0,0,0,0,0,0,1,1.0,0.0,0
106,50000.0,38,72898.0,36103.0,29384.0,0,0,0,0,0,1,0.9307692307692308,0.06923076923076923,0
107,50000.0,40,918.0,19583.0,19593.0,0,0,0,0,0,1,0.8064516129032258,0.1935483870967742,0
108,10000.0,36,9727.0,5732.0,6576.0,0,0,0,0,0,1,1.0,0.0,0
109,150000.0,40,140522.0,138722.0,130494.0,0,0,0,0,0,1,0.9463087248322147,0.053691275167785234,0
110,320000.0,40,13260.0,13217.0,17967.0,0,0,0,0,0,1,1.0,0.0,0
111,30000.0,39,11791.0,11305.0,12216.0,0,0,0,0,0,1,0.9523809523809523,0.047619047619047616,0
112,30000.0,43,34702.0,34822.0,15722.0,0,0,0,0,0,1,0.6714285714285714,0.32857142857142857,0
113,150000.0,37,19440.0,14945.0,12966.0,0,0,0,0,0,1,1.0,0.0,0
114,180000.0,42,4835.0,2220.0,11303.0,0,0,0,0,0,1,0.9344262295081968,0.06557377049180328,0
115,110000.0,32,225099.0,221798.0,111960.0,0,0,0,0,0,1,1.0,0.0,0
116,140000.0,39,232.0,107.0,107.0,0,0,0,0,0,1,1.0,0.0,0
117,200000.0,41,199344.0,186878.0,140743.0,0,0,0,0,0,1,0.9344262295081968,0.06557377049180328,0
118,80000.0,40,390.0,388.0,1187.0,0,0,0,0,0,1,0.9463087248322147,0.053691275167785234,0
119,50000.0,40,49246.0,50376.0,9408.0,0,0,0,0,0,1,0.9307692307692308,0.06923076923076923,0
120,160000.0,37,155926.0,113767.0,50531.0,0,0,0,0,0,1,1.0,0.0,0
121,30000.0,37,28704.0,30428.0,28914.0,0,0,0,0,0,1,0.6714285714285714,0.32857142857142857,0
122,320000.0,39,135038.0,108924.0,109710.0,0,0,0,0,0,1,1.0,0.0,0
123,60000.0,37,60281.0,59968.0,40377.0,0,0,0,0,0,1,0.9307692307692308,0.06923076923076923,0
124,390000.0,38,1466.0,3273.0,6965.0,0,0,0,0,0,1,1.0,0.0,0
125,130000.0,35,69269.0,72276.0,74347.0,0,0,0,0,0,1,1.0,0.0,0
126,10000.0,34,0.0,0.0,0.0,0,0,0,0,0,1,0.9714285714285714,0.02857142857142857,0
127,200000.0,36,11080.0,8736.0,26383.0,0,0,0,0,0,1,1.0,0.0,0
128,250000.0,43,6225.0,3645.0,3090.0,0,0,0,0,0,1,0.926829268292683,0.07317073170731707,0
129,200000.0,38,197031.0,196787.0,194632.0,0,0,0,0,0,1,0.9886363636363636,0.011363636363636364,0
130,100000.0,36,23828.0,25138.0,26499.0,0,0,0,0,0,1,1.0,0.0,0
131,420000.0,34,-2953.0,-2953.0,-2953.0,0,0,0,0,0,1,1.0,0.0,0
132,500000.0,36,74399.0,68761.0,70260.0,0,0,0,0,0,1,1.0,0.0,0
133,70000.0,36,73268.0,70275.0,46045.0,0,0,0,0,0,1,1.0,0.0,0
134,50000.0,35,49163.0,49811.0,49978.0,0,0,0,0,0,1,0.6946107784431138,0.30538922155688625,0
135,20000.0,30,0.0,0.0,0.0,0,0,0,0,0,1,0.35384615384615387,0.6461538461538462,1
136,490000.0,42,93626.0,52074.0,118595.0,0,0,0,0,0,1,1.0,0.0,0
137,160000.0,34,-78.0,622.0,-10.0,0,0,0,0,0,1,1.0,0.0,0
138,390000.0,35,32910.0,78686.0,63021.0,0,0,0,0,0,1,1.0,0.0,0
139,90000.0,41,96216.0,89964.0,29802.0,0,0,0,0,0,1,0.920863309352518,0.07913669064748201,0
140,130000.0,36,83958.0,84906.0,85690.0,0,0,0,0,0,1,1.0,0.0,0
141,380000.0,35,61070.0,62350.0,63623.0,0,0,0,0,0,1,1.0,0.0,0
142,30000.0,39,19867.0,21045.0,24681.0,0,0,0,0,0,1,0.9523809523809523,0.047619047619047616,0
143,50000.0,36,49364.0,50558.0,23921.0,0,0,0,0,0,1,0.6946107784431138,0.30538922155688625,0
144,300000.0,39,25576.0,1561.0,2106.0,0,0,0,0,0,1,1.0,0.0,0
145,110000.0,42,316.0,632.0,150.0,0,1,0,0,0,1,0.920863309352518,0.07913669064748201,0
146,190000.0,39,184249.0,158883.0,99255.0,0,0,0,0,0,1,1.0,0.0,0
147,20000.0,34,12289.0,5560.0,6310.0,0,0,0,0,0,1,1.0,0.0,0
148,100000.0,42,37785.0,32905.0,29866.0,0,0,0,0,0,1,0.920863309352518,0.07913669064748201,0
149,250000.0,41,7745.0,12035.0,33604.0,0,0,0,0,0,1,0.9344262295081968,0.06557377049180328,0
150,50000.0,34,33666.0,16177.0,16607.0,0,0,0,0,0,1,0.6946107784431138,0.30538922155688625,0
151,50000.0,38,47349.0,47475.0,46730.0,0,0,0,0,0,1,0.827027027027027,0.17297297297297298,0
152,360000.0,38,303.0,0.0,0.0,0,0,0,0,0,1,1.0,0.0,0
153,240000.0,38,11511.0,4670.0,17480.0,0,0,0,0,0,1,1.0,0.0,0
154,80000.0,44,17815.0,15140.0,140.0,0,0,0,0,0,1,0.4539877300613497,0.5460122699386503,1
155,50000.0,38,53540.0,53321.0,49263.0,0,0,0,0,0,1,0.9307692307692308,0.06923076923076923,0
156,160000.0,39,60210.0,60755.0,59180.0,0,0,0,0,0,1,0.9814814814814815,0.018518518518518517,0
157,20000.0,38,19322.0,19004.0,19558.0,0,0,0,0,0,1,0.9857142857142858,0.014285714285714285,0
158,50000.0,38,50537.0,49556.0,49902.0,0,0,0,0,0,1,0.9307692307692308,0.06923076923076923,0
159,80000.0,34,17442.0,15948.0,17118.0,0,0,0,0,0,1,1.0,0.0,0
160,260000.0,38,6500.0,0.0,0.0,0,0,0,0,0,1,1.0,0.0,0
161,80000.0,40,35908.0,29995.0,27297.0,0,0,0,0,0,1,0.9463087248322147,0.053691275167785234,0
162,50000.0,42,23755.0,21772.0,22541.0,0,0,0,0,0,1,0.8064516129032258,0.1935483870967742,0
163,60000.0,38,0.0,0.0,0.0,0,0,0,0,0,1,0.2857142857142857,0.7142857142857143,1
164,320000.0,36,9061.0,7809.0,5238.0,0,0,0,0,0,1,1.0,0.0,0
165,160000.0,37,-707.0,-2697.0,2303.0,0,0,0,0,0,1,1.0,0.0,0
166,80000.0,34,1460.0,4337.0,0.0,0,0,0,0,0,1,1.0,0.0,0
167,80000.0,37,726.0,15400.0,15000.0,0,0,0,0,0,1,1.0,0.0,0
168,20000.0,35,18686.0,18877.0,19252.0,0,0,0,0,0,1,0.9857142857142858,0.014285714285714285,0
169,220000.0,40,8300.0,1590.0,1341.0,0,0,0,0,0,1,1.0,0.0,0
170,120000.0,43,120084.0,122250.0,70901.0,0,0,0,0,0,1,0.7295597484276729,0.27044025157232704,0
171,280000.0,37,-26.0,-26.0,-26.0,0,0,0,0,0,1,1.0,0.0,0
172,100000.0,39,60464.0,61956.0,63228.0,0,0,0,0,0,1,0.9814814814814815,0.018518518518518517,0
173,240000.0,36,181461.0,186160.0,191355.0,0,0,0,0,0,1,1.0,0.0,0
174,200000.0,40,13921.0,14943.0,14692.0,0,0,0,0,0,1,1.0,0.0,0
175,110000.0,38,84584.0,60379.0,64369.0,0,0,0,0,0,1,1.0,0.0,0
176,200000.0,39,8611.0,15818.0,21813.0,0,0,0,0,0,1,1.0,0.0,0
177,50000.0,40,21799.0,23130.0,24432.0,0,0,0,0,0,1,0.8064516129032258,0.1935483870967742,0
178,360000.0,39,16419.0,12932.0,91329.0,0,0,0,0,0,1,0.9814814814814815,0.018518518518518517,0
179,80000.0,38,51932.0,0.0,2165.0,0,0,0,0,0,1,1.0,0.0,0
180,200000.0,42,165.0,1295.0,0.0,0,0,0,0,0,1,0.9344262295081968,0.06557377049180328,0
181,160000.0,37,0.0,0.0,0.0,0,0,0,0,0,1,1.0,0.0,0
182,20000.0,39,16975.0,17651.0,17603.0,0,0,0,0,0,1,1.0,0.0,0
183,130000.0,33,90999.0,94519.0,97939.0,0,0,0,0,0,1,1.0,0.0,0
184,240000.0,35,183744.0,168683.0,155064.0,0,0,0,0,0,1,1.0,0.0,0
185,230000.0,35,64621.0,65380.0,66520.0,0,0,0,0,0,1,1.0,0.0,0
186,360000.0,35,40.0,175512.0,74334.0,0,0,0,0,0,1,1.0,0.0,0
187,180000.0,35,130975.0,135592.0,107315.0,0,0,0,0,0,1,1.0,0.0,0
188,250000.0,39,199834.0,200957.0,205454.0,0,0,0,0,0,1,0.9886363636363636,0.011363636363636364,0
189,180000.0,35,47603.0,48705.0,50140.0,0,0,0,0,0,1,1.0,0.0,0
190,430000.0,36,207118.0,202412.0,207496.0,0,0,0,0,0,1,1.0,0.0,0
191,100000.0,43,4490.0,4056.0,10782.0,0,0,0,0,0,1,0.7295597484276729,0.27044025157232704,0
192,270000.0,41,0.0,0.0,0.0,0,0,0,0,0,1,0.9743589743589743,0.02564102564102564,0
193,20000.0,38,3448.0,-202.0,-202.0,0,0,0,0,0,1,0.9714285714285714,0.02857142857142857,0
194,360000.0,38,14118.0,38645.0,5235.0,0,0,0,0,0,1,1.0,0.0,0
195,550000.0,41,67806.0,66328.0,26422.0,0,0,0,0,0,1,1.0,0.0,0
196,170000.0,37,186183.0,164405.0,93983.0,0,0,0,0,0,1,1.0,0.0,0
197,160000.0,38,83960.0,61589.0,58702.0,0,0,0,0,0,1,1.0,0.0,0
198,200000.0,36,189104.0,183255.0,147612.0,0,0,0,0,0,1,1.0,0.0,0
199,10000.0,34,8852.0,8297.0,8792.0,0,0,0,0,0,1,1.0,0.0,0
200,230000.0,35,949.0,2864.0,933.0,0,0,0,0,0,1,1.0,0.0,0
201,360000.0,42,-11.0,-11.0,-11.0,0,0,0,0,0,1,1.0,0.0,0
202,450000.0,37,0.0,0.0,0.0,0,1,0,0,0,1,1.0,0.0,0
203,20000.0,41,0.0,0.0,0.0,0,0,0,0,0,1,0.9714285714285714,0.02857142857142857,0
204,20000.0,30,18993.0,19973.0,20081.0,0,0,0,0,0,1,0.35384615384615387,0.6461538461538462,1
205,100000.0,39,34457.0,30036.0,30337.0,0,0,0,0,0,1,1.0,0.0,0
206,440000.0,31,11061.0,19669.0,18613.0,0,0,0,0,0,1,1.0,0.0,0
207,150000.0,33,249205.0,245393.0,29526.0,0,0,0,0,0,1,1.0,0.0,0
208,40000.0,34,32663.0,33813.0,34952.0,0,0,0,0,0,1,0.6946107784431138,0.30538922155688625,0
209,60000.0,33,28781.0,29219.0,29036.0,0,0,0,0,0,1,0.26851851851851855,0.7314814814814815,1
210,70000.0,34,25085.0,25282.0,21858.0,0,0,0,0,0,1,1.0,0.0,0
211,250000.0,37,114954.0,116608.0,120564.0,0,0,0,0,0,1,1.0,0.0,0
212,80000.0,40,8686.0,11628.0,12008.0,0,0,0,0,0,1,0.9463087248322147,0.053691275167785234,0
213,50000.0,43,15898.0,16862.0,16110.0,0,0,0,0,0,1,0.8064516129032258,0.1935483870967742,0
214,50000.0,40,0.0,0.0,0.0,0,0,0,0,0,1,0.8064516129032258,0.1935483870967742,0
215,20000.0,42,5965.0,2417.0,1616.0,0,0,0,0,0,1,0.9714285714285714,0.02857142857142857,0
216,150000.0,36,115349.0,109765.0,101179.0,0,0,0,0,0,1,1.0,0.0,0
217,80000.0,34,333.0,333.0,333.0,0,0,0,0,0,1,1.0,0.0,0
218,50000.0,37,13324.0,14403.0,15460.0,0,0,0,0,0,1,0.8064516129032258,0.1935483870967742,0
219,200000.0,39,3959.0,13868.0,4094.0,0,0,0,0,0,1,1.0,0.0,0
220,200000.0,35,49007.0,11095.0,0.0,0,0,0,0,0,1,1.0,0.0,0
221,50000.0,40,35552.0,31512.0,25361.0,0,0,0,0,0,1,0.827027027027027,0.17297297297297298,0
222,70000.0,38,38209.0,27874.0,28439.0,0,0,0,0,0,1,1.0,0.0,0
223,150000.0,35,3782.0,316.0,5469.0,0,0,0,0,0,1,1.0,0.0,0
224,50000.0,37,16041.0,12151.0,4963.0,0,0,0,0,0,1,0.8064516129032258,0.1935483870967742,0
225,200000.0,37,94085.0,96174.0,98116.0,0,0,0,0,0,1,1.0,0.0,0
226,130000.0,34,125283.0,120957.0,41771.0,0,0,0,0,0,1,1.0,0.0,0
227,250000.0,37,1666.0,3572.0,76552.0,0,0,0,0,0,1,1.0,0.0,0
228,360000.0,36,1448.0,0.0,0.0,0,0,0,0,0,1,1.0,0.0,0
229,300000.0,38,49833.0,49831.0,51818.0,0,0,0,0,0,1,0.9814814814814815,0.018518518518518517,0
230,460000.0,36,427584.0,373370.0,285926.0,0,0,0,0,0,1,1.0,0.0,0
231,50000.0,38,50621.0,49326.0,29584.0,0,0,0,0,0,1,0.9307692307692308,0.06923076923076923,0
232,50000.0,36,39548.0,39490.0,38801.0,0,0,0,0,0,1,0.6946107784431138,0.30538922155688625,0
233,20000.0,34,15121.0,16472.0,18087.0,0,0,0,0,0,1,1.0,0.0,0
234,420000.0,38,24830.0,25419.0,10951.0,0,0,0,0,0,1,1.0,0.0,0
235,170000.0,43,17927.0,18800.0,17647.0,0,0,0,0,0,1,0.7295597484276729,0.27044025157232704,0
236,70000.0,35,31377.0,31420.0,30940.0,0,0,0,0,0,1,1.0,0.0,0
237,90000.0,37,5798.0,15112.0,0.0,0,0,0,0,0,1,1.0,0.0,0
238,240000.0,39,222096.0,220129.0,217549.0,0,0,0,0,0,1,0.9886363636363636,0.011363636363636364,0
239,60000.0,44,30321.0,31018.0,32193.0,0,0,0,0,0,1,0.2857142857142857,0.7142857142857143,1
240,160000.0,33,153702.0,156778.0,148292.0,0,0,0,0,0,1,1.0,0.0,0
241,120000.0,37,12548.0,12056.0,13958.0,0,0,0,0,0,1,1.0,0.0,0
242,50000.0,42,41382.0,36995.0,17726.0,0,0,0,0,0,1,0.827027027027027,0.17297297297297298,0
243,210000.0,41,165227.0,161427.0,164860.0,0,0,0,0,0,1,0.9344262295081968,0.06557377049180328,0
244,140000.0,39,111679.0,113921.0,114348.0,0,0,0,0,0,1,1.0,0.0,0
245,350000.0,36,2906.0,1000.0,630.0,0,0,0,0,0,1,1.0,0.0,0
246,80000.0,37,1063.0,390.0,741.0,0,0,0,0,0,1,1.0,0.0,0
247,30000.0,35,30536.0,30162.0,29819.0,0,0,0,0,0,1,0.6714285714285714,0.32857142857142857,0
248,130000.0,32,32582.0,33328.0,34310.0,0,0,0,0,0,1,1.0,0.0,0
249,150000.0,38,128860.0,131426.0,132703.0,0,0,0,0,0,1,1.0,0.0,0
250,110000.0,40,90517.0,78484.0,74652.0,0,0,0,0,0,1,0.9463087248322147,0.053691275167785234,0
251,90000.0,40,7500.0,0.0,0.0,0,0,0,0,0,1,0.9463087248322147,0.053691275167785234,0
252,80000.0,39,76660.0,46137.0,48218.0,0,0,0,0,0,1,1.0,0.0,0
253,20000.0,38,14711.0,15462.0,16004.0,0,0,0,0,0,1,1.0,0.0,0
254,220000.0,39,11004.0,8392.0,10887.0,0,0,0,0,0,1,1.0,0.0,0
255,120000.0,39,780.0,390.0,390.0,0,0,0,0,0,1,1.0,0.0,0
256,120000.0,35,113869.0,116110.0,111978.0,0,0,0,0,0,1,1.0,0.0,0
257,60000.0,34,0.0,0.0,0.0,0,0,0,0,0,1,0.1935483870967742,0.8064516129032258,1
258,110000.0,35,92303.0,92114.0,70057.0,0,0,0,0,0,1,1.0,0.0,0
259,100000.0,43,390.0,0.0,780.0,0,0,0,0,0,1,0.7295597484276729,0.27044025157232704,0
260,100000.0,37,390.0,0.0,944.0,0,0,0,0,0,1,1.0,0.0,0
261,170000.0,40,33711.0,21660.0,23307.0,0,0,0,0,0,1,1.0,0.0,0
262,90000.0,40,64135.0,46678.0,85156.0,0,0,0,0,0,1,0.9463087248322147,0.053691275167785234,0
263,30000.0,36,30470.0,30147.0,26030.0,0,0,0,0,0,1,0.6714285714285714,0.32857142857142857,0
264,10000.0,40,8504.0,8162.0,6978.0,0,0,0,0,0,1,1.0,0.0,0
265,500000.0,33,14979.0,26089.0,13333.0,0,0,0,0,0,1,1.0,0.0,0
266,180000.0,35,35300.0,1000.0,0.0,0,0,0,0,0,1,1.0,0.0,0
267,90000.0,38,88238.0,83204.0,81645.0,0,0,0,0,0,1,1.0,0.0,0
268,270000.0,42,274870.0,258759.0,225454.0,0,0,0,0,0,1,0.9743589743589743,0.02564102564102564,0
269,300000.0,30,12893.0,10841.0,11900.0,0,0,0,0,0,1,1.0,0.0,0
270,10000.0,35,9968.0,9385.0,5163.0,0,0,0,0,0,1,1.0,0.0,0
271,200000.0,41,24325.0,40258.0,15103.0,0,0,0,0,0,1,0.9344262295081968,0.06557377049180328,0
272,80000.0,33,39695.0,42372.0,41393.0,0,0,0,0,0,1,1.0,0.0,0
273,90000.0,38,92898.0,92860.0,88533.0,0,0,0,0,0,1,1.0,0.0,0
274,260000.0,38,244619.0,127074.0,14.0,0,0,0,0,0,1,1.0,0.0,0
275,20000.0,34,19238.0,20205.0,19588.0,0,0,0,0,0,1,0.9857142857142858,0.014285714285714285,0
276,80000.0,37,48823.0,41495.0,36733.0,0,0,0,0,0,1,1.0,0.0,0
277,180000.0,37,123150.0,0.0,0.0,0,0,0,0,0,1,1.0,0.0,0
278,210000.0,34,188955.0,183774.0,152509.0,0,0,0,0,0,1,1.0,0.0,0
279,70000.0,35,41845.0,40476.0,43687.0,0,0,0,0,0,1,1.0,0.0,0
